Effective date ,S&P 500,,,,,,,,
6/16/21,4223.7,,,,,,,,
6/17/21,4221.86,,,,,,,,
6/18/21,4166.45,,,,,,,,
6/21/21,4224.79,,,,,,,,
6/22/21,4246.44,,,,,,,,
6/23/21,4241.84,,,,,,,,
6/24/21,4266.49,,,,,,,,
6/25/21,4280.7,,,,,,,,
6/28/21,4290.61,,,,,,,,
6/29/21,4291.8,,,,,,,,
6/30/21,4297.5,,,,,,,,
7/1/21,4319.94,,,,,,,,
7/2/21,4352.34,,,,,,,,
7/6/21,4343.54,,,,,,,,
7/7/21,4358.13,,,,,,,,
7/8/21,4320.82,,,,,,,,
7/9/21,4369.55,,,,,,,,
7/12/21,4384.63,,,,,,,,
7/13/21,4369.21,,,,,,,,
7/14/21,4374.3,,,,,,,,
7/15/21,4360.03,,,,,,,,
7/16/21,4327.16,,,,,,,,
